398.435	7812.9
400.662	7682.69
402.886	7653.6
405.112	7626.68
407.338	7777.27
409.56	7780.71
411.785	7771.69
414.006	7934.88
416.23	7663.75
418.45	7460.86
420.672	7471.8
422.894	7458.12
425.113	7661.32
427.333	7611.12
429.551	7646.83
431.771	7541.52
433.988	7286.2
436.206	7501.51
438.422	7290.95
440.639	7309.16
442.856	7317.76
445.07	7500.79
447.286	7377.24
449.499	7490.02
451.713	7224.19
453.925	7326.36
456.139	7289.26
458.35	7253.89
460.562	7547.62
462.772	7360.83
464.984	7321
467.193	7513.88
469.403	7440.37
471.611	7375.69
473.82	7509.04
476.027	7417.7
478.235	7306.86
480.441	7155.01
482.648	7346.37
484.852	7314.54
487.058	7533.72
489.262	7385.17
491.467	7358.24
493.669	7287.16
495.873	7741.04
498.075	7447.82
500.278	7583.33
502.478	7661.57
504.678	7612
506.879	7777.79
509.078	7678.02
511.278	7388.08
513.476	7449.97
515.675	7439.19
517.872	7540.36
520.068	7552.62
522.265	7566.13
524.461	7487.81
526.657	7799.97
528.851	7685.21
531.047	7633.69
533.24	7739.41
535.432	7541.41
537.626	7666.33
539.817	7851.14
542.01	7635.28
544.2	7750.32
546.39	7521.05
548.582	7631.9
550.77	7515.03
552.961	7693.23
555.148	7700.18
557.335	7644.74
559.524	7495.75
561.71	7471.12
563.896	7673.6
566.083	7469.36
568.267	7477.57
570.451	7341.14
572.637	7559.53
574.82	7483.33
577.002	7546.13
579.186	7213.15
581.368	7458.34
583.551	7263.95
585.731	7612.64
587.911	7153.68
590.09	7223.99
592.271	7291.15
594.449	7689.52
596.627	7427.03
598.806	7180.32
600.983	7309.84
603.159	7020.18
605.337	7090.96
607.512	6929.55
609.687	7264.48
611.863	7383.93
614.036	7316.39
616.209	7275.56
618.382	7486.93
620.556	7648.04
622.727	7337.9
624.898	7320.03
627.071	7174.74
629.241	7239.52
631.41	7509.55
633.579	7533.98
635.75	7322.11
637.917	7398.69
640.085	7589.81
642.252	7418.55
644.42	7296.1
646.586	7534.96
648.751	7277
650.916	7381.76
653.08	7468.46
655.246	7213.11
657.409	7623.21
659.572	7661.11
661.734	7501.3
663.898	7757.99
666.059	7705.52
668.22	7595.28
670.38	7490.57
672.539	7683.05
674.7	7568.58
676.859	7435.92
679.017	7418.27
681.175	7687.48
683.332	7401.2
