380.329	9822.39
382.56	10078.5
384.791	9711.71
387.019	9356.48
389.249	9720.71
391.476	9740.88
393.705	9710.34
395.933	9684.04
398.158	9687.91
400.385	9583.53
402.61	9970.1
404.836	9739.15
407.061	9463.16
409.284	9785.04
411.508	9852.92
413.73	9800.73
415.953	9934.73
418.174	9609.82
420.396	9601.91
422.616	9690.73
424.837	9903.2
427.057	9665.12
429.275	9874.64
431.495	9865.51
433.712	9751.6
435.93	9495.92
438.146	9633.8
440.363	9353.29
442.578	9333.86
444.794	9535.32
447.008	9376.7
449.223	9524.81
451.436	9681.83
453.65	9444.92
455.862	9386.35
458.075	9121.7
460.287	9378.75
462.497	9265.39
464.709	9494.7
466.918	9560.44
469.126	9417.45
471.336	9320.96
473.543	9343.07
475.752	9429.79
477.958	9504.77
480.166	9432.32
482.371	9250.27
484.578	9596.41
486.782	9465.67
488.988	9596.05
491.191	9554.02
493.395	9482.7
495.597	9444.07
497.801	9659.37
500.002	9601.04
502.202	9809.14
504.404	9583.02
506.604	9836.77
508.804	9500.28
511.003	9577.57
513.202	9516.79
515.4	9569.53
517.598	9817.74
519.795	9822.62
521.99	9805.32
524.187	9791.76
526.382	9475.48
528.578	9891.94
530.772	9759.83
532.965	9800.17
535.159	10026.2
537.351	10012.6
539.545	10061.9
541.736	9884.95
543.926	9905.11
546.118	10018
548.307	10139
550.496	10042.3
552.686	9921.82
554.874	9935.82
557.063	10166.5
559.25	10248.2
561.436	9834.1
563.624	10061.7
565.809	10045.9
567.994	10037.3
570.18	9953.61
572.363	9592.49
574.546	9737.57
576.731	9740.79
578.913	9713.01
581.094	9657.61
583.277	9572.34
585.458	9740.33
587.638	9707.8
589.819	9586.29
591.998	9369.09
594.176	9657.26
596.356	9518.56
598.533	9661.64
600.71	9441.15
602.886	9517.36
605.064	9487.62
607.239	9571.98
609.414	9713.5
611.59	9232.8
613.764	9281.56
615.937	9114.47
618.11	9393.36
620.284	9696.73
622.455	9673.87
624.626	9630.84
626.797	9252.46
628.969	9361.33
631.138	9189.4
633.307	9206.04
635.476	9393.75
637.646	9753.24
639.813	9467.31
641.98	9728.74
644.146	9841.66
646.314	9707.26
648.48	9553.92
650.645	9468.53
652.809	9716.72
654.973	9722.26
657.138	9244.99
659.301	9838.45
661.463	9812.61
663.625	9590.33
665.788	9933.67
667.949	9987.25
670.109	9891.33
672.269	9879.61
674.428	9958.97
676.586	9953.91
678.747	9702.85
680.904	9712.92
683.061	9906.76
685.218	9858.12
687.374	9934.03
689.53	9627.32
691.687	9502.73
693.841	9656.01
695.995	9626.61
698.149	9654.6
700.302	9686.37
702.454	9927.31
704.608	9613.89
706.76	9741.23
708.911	10078.2
711.061	10043.1
713.211	9965.49
715.36	9975.85
717.509	10201.2
719.658	10078.2
721.806	10339.1
723.955	10665.4
726.102	10808.8
728.248	10588.7
730.394	10436.4
732.539	10599.3
734.684	10536.2
736.829	10044.4
738.972	10227.7
741.116	10012.8
743.259	9671.32
745.403	10113.2
747.545	10170.2
749.686	10258.6
751.827	10112.3
753.967	10246.8
756.107	10433.5
758.246	10268.8
760.385	10182
762.523	10627.4
764.661	10389.9
766.798	10460.9
768.935	10378.9
771.071	10523.5
773.206	10498.9
775.342	11054.3
777.476	10942.7
779.61	11556.7
781.744	11842.9
783.877	11821.6
786.01	11856.9
788.142	11617.8
790.274	11579.7
792.405	11174.6
794.536	10994.8
796.666	11383.5
798.795	10612.7
800.924	11033.6
803.053	10665.6
805.181	10966.7
807.309	11271.4
809.436	10957.1
811.563	11092.5
813.689	11114.4
815.814	11182.7
817.939	10878.7
820.064	10948.3
822.188	11223.1
824.312	10962.7
826.435	11126.6
828.557	11126.1
830.68	10868.9
832.801	10713.4
834.922	10897.1
837.041	10883.2
839.161	11205.4
841.281	10828.7
843.4	11096.3
845.518	11110.4
847.636	11030.8
849.754	11063.5
851.871	11227.8
853.988	11464.1
856.104	11491.6
858.219	11497.3
860.332	11254.7
862.447	11126.9
864.561	10897.3
866.675	10998.2
868.788	10906.8
870.9	10799.2
873.013	11172.5
875.124	11049.4
877.233	10990.8
879.344	11019.8
881.454	11113.6
883.564	11344.8
885.673	11148.7
887.781	11106.9
889.89	11354
891.995	11287.6
894.102	11155.6
896.209	11362.8
898.315	11629.5
900.421	11448.6
902.526	11233.1
904.629	11690.8
906.733	11651
908.836	11390.2
910.94	11463.4
913.042	11495.4
915.143	11307.7
917.244	11231.1
919.345	11086
921.446	11323.8
923.546	11294.2
925.644	11055.1
927.743	11368
929.842	11182.1
931.94	10969.1
